id,customer_name,email_id,phone_number,transaction_id,order_id,amount,customer_id,entry_time,pay_mode,token,pg_transactionReferenceId,org_id,user_id,workstation_id,location_id,status,return_url,payment_url,routes,short_links,transaction_from,redirect_url,is_refund,parent_id,last_changed_by,last_changed_ip,created_at,updated_at,payment_id,payment_status,link_expiry,expiration_time_stamp,device_name,show_summary,show_receipt,user_id_fkey,nickname,capture,is_void,is_sale,save_payment_method,transaction_action,payment_source,MessageId,platform
43961,Brijesh Singh,NULL,NULL,891vm18nxy,hlb1ta0a,205.5,9024060540,30-06-26 13:24,POS,NULL,56fc1253-6b35-44de-865d-5927bc829386,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.14,30-06-26 13:24,30-06-26 14:30,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43959,Brijesh Singh,NULL,NULL,9d17es3ewm,c7qtl9vx,205.5,9024060540,30-06-26 13:22,POS,NULL,983b5f04-b653-4184-82af-4513fefb1dfc,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.15,30-06-26 13:22,30-06-26 14:30,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43958,Brijesh Singh,NULL,NULL,0rzblv4h9a,swis8ty0,846.75,9024060540,30-06-26 13:21,POS,NULL,08227a44-0057-48d9-b29e-ffcb32ee3e6f,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.16,30-06-26 13:21,30-06-26 14:17,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Android - ANDROID - WEB
43957,Brijesh Singh,NULL,NULL,2s1cngol9y,52swhsin,846.75,9024060540,30-06-26 13:19,POS,NULL,aff5388d-6528-4b21-81e1-53e3a3439f9a,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.17,30-06-26 13:19,30-06-26 14:15,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Android - ANDROID - WEB
43949,Brijesh Singh,NULL,NULL,2c40irbqy2,uco794gz,300,9024060540,30-06-26 12:09,POS,NULL,07d779e9-80af-42ff-ae74-d282c073c6fa,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.18,30-06-26 12:09,30-06-26 13:06,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43821,Brijesh Singh,NULL,NULL,98577953v10765,token_order_98577953v10765,17.55,9024060540,30-06-26 11:19,POS,NULL,cf856950-6896-4b53-ae4f-36393ace3ae4,11,1,NULL,15,0,NULL,NULL,transaction-request-tokenized,NULL,internal,NULL,0,NULL,2,1.2.3.19,30-06-26 5:49,30-06-26 6:45,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SALE,0,NULL,NULL
43922,Brijesh Singh,NULL,NULL,7wehnnxrmr,ch35z50c,225,9024060540,30-06-26 10:35,POS,NULL,35636759-0cc4-4c0a-8f13-394ca5951bbb,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.20,30-06-26 10:35,30-06-26 11:46,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Android - ANDROID - APPLICATION
43921,Brijesh Singh,NULL,NULL,2qy3t94n7e,nrakga5f,225,9024060540,30-06-26 10:33,POS,NULL,b90bd584-d1c7-4455-a60b-ac641e8a0eff,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.21,30-06-26 10:33,30-06-26 11:29,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Android - ANDROID - APPLICATION
43915,Brijesh Singh,NULL,NULL,7gafuajijk,cm1as9pa,150,9024060540,30-06-26 10:14,POS,NULL,d94b798a-190e-4070-b830-94ff395253a8,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.22,30-06-26 10:14,30-06-26 11:10,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,MacOS - WEB - WEB
43909,Brijesh Singh,NULL,NULL,4ygmxjezb5,qtuucgzb,1210.07,9024060540,30-06-26 9:48,POS,NULL,c826d44c-c62b-4e8d-9ef2-b9dd6fb62a93,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.23,30-06-26 9:48,30-06-26 10:45,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - WEB
43893,Brijesh Singh,NULL,NULL,0jvii0vpdz,85ctfpyf,187.5,9024060540,30-06-26 9:14,POS,NULL,a7f1d653-261d-4f56-9f95-e0b6a4b8543a,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.24,30-06-26 9:14,30-06-26 10:20,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43892,Brijesh Singh,NULL,NULL,09oyaitqtx,esiemieb,187.5,9024060540,30-06-26 9:13,POS,NULL,72676bca-3374-4d8b-901f-b2439ea5aca1,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.25,30-06-26 9:13,30-06-26 10:21,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43891,Brijesh Singh,NULL,NULL,5fr64qjisi,pr8v994w,336.78,9024060540,30-06-26 9:09,POS,NULL,0f2d6194-9cda-4a7a-9a51-9086658d496c,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.26,30-06-26 9:09,30-06-26 10:15,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Android - ANDROID - APPLICATION
43882,Brijesh Singh,NULL,NULL,9leqmcyne3,audjjy49,150,9024060540,30-06-26 8:47,POS,NULL,72719d39-61ce-4a55-a38d-429dcca0a868,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.27,30-06-26 8:47,30-06-26 9:44,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - APPLICATION
43877,Brijesh Singh,NULL,NULL,6633xhxxml,t18sp136,112.5,9024060540,30-06-26 8:18,POS,NULL,5f998b59-e684-4177-9fc3-5c30227b120f,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.28,30-06-26 8:18,01-07-26 4:53,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - WEB
43728,Brijesh Singh,NULL,NULL,86803048byxr9y,token_order_86803048byxr9y,22.5,9024060540,30-06-26 8:03,POS,NULL,51976db3-8dbb-4dbe-8c56-bec495b1f891,11,1,NULL,15,1,NULL,NULL,transaction-request-tokenized,NULL,internal,NULL,0,NULL,2,1.2.3.29,30-06-26 2:33,30-06-26 3:29,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SALE,0,NULL,NULL
43871,Brijesh Singh,NULL,NULL,54rfjas8f5,rfpmdn9y,780,9024060540,30-06-26 7:38,POS,NULL,a5f105c4-22c0-4c5b-8f58-c54d6c78cc81,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.30,30-06-26 7:38,30-06-26 8:35,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Windows - WEB - WEB
43869,Brijesh Singh,NULL,NULL,8ca1gbk3pi,3ab4cn8o,150,9024060540,30-06-26 7:27,POS,NULL,cef90722-a8c9-45d7-b794-cce3e788885a,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.31,30-06-26 7:27,30-06-26 8:24,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,Android - ANDROID - APPLICATION
43860,Brijesh Singh,NULL,NULL,5etg26q0os,gqba535u,315,9024060540,30-06-26 7:02,POS,NULL,f1cef2f1-d749-4dca-9114-8e21a2380bcb,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.32,30-06-26 7:02,30-06-26 7:58,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Windows - WEB - WEB
43859,Brijesh Singh,NULL,NULL,9gojv4y5jy,kbbn7vcu,1210.07,9024060540,30-06-26 7:01,POS,NULL,9d43f5a9-9393-4e64-bc2d-2e481b2488a8,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.33,30-06-26 7:01,30-06-26 8:11,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - WEB
43854,Brijesh Singh,NULL,NULL,6cgz7b2mek,dgxyejrh,66.5,9024060540,30-06-26 6:44,paylink,NULL,1902d822-a080-4421-8bf2-d36b6d619e27,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.34,30-06-26 6:44,30-06-26 7:40,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43848,Brijesh Singh,NULL,NULL,5wbxagkth5,4t2kl7ml,150,9024060540,30-06-26 6:37,paylink,NULL,6b932be5-210c-4c4b-a146-fd36c8713bfa,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.35,30-06-26 6:37,30-06-26 7:45,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,Android - ANDROID - APPLICATION
43847,Brijesh Singh,NULL,NULL,6ify47ux1l,9n5viq6i,150,9024060540,30-06-26 6:35,paylink,NULL,27354850-7938-4505-a7de-11cff192be48,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.36,30-06-26 6:35,30-06-26 7:45,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Android - ANDROID - APPLICATION
43846,Brijesh Singh,NULL,NULL,01pn6j1fw7,si0pegh9,150,9024060540,30-06-26 6:33,paylink,NULL,23739bfd-992f-4dfb-bb95-3db6b9f4bbfc,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.37,30-06-26 6:33,30-06-26 7:40,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,Android - ANDROID - APPLICATION
43844,Brijesh Singh,NULL,NULL,8yrxytlac0,3dj8r121,439.95,9024060540,30-06-26 6:27,paylink,NULL,7d777230-1da6-47cb-aa16-24545f975beb,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.38,30-06-26 6:27,30-06-26 7:35,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43833,Brijesh Singh,NULL,NULL,0wypko12p9,2u72lekw,0.01,9024060540,30-06-26 6:04,paylink,NULL,8cc71962-b18c-4a32-af83-9949908c4d13,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.39,30-06-26 6:04,30-06-26 7:00,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - WEB
43832,Brijesh Singh,NULL,NULL,061m4on4hb,lykp31s4,0.01,9024060540,30-06-26 6:04,paylink,NULL,4177844c-8653-4061-8d80-fa60a1fc47b0,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.40,30-06-26 6:04,30-06-26 6:59,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - WEB
43831,Brijesh Singh,NULL,NULL,667fddvw8x,yyehv2mf,0.01,9024060540,30-06-26 6:03,paylink,NULL,ac5eeaf5-65ae-4de8-9dc5-f36c0f283c4c,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.41,30-06-26 6:03,30-06-26 6:59,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - WEB
43820,Brijesh Singh,NULL,NULL,91251zjjgo,74erde17,0.01,9024060540,30-06-26 5:47,paylink,NULL,50424314-7c03-4f8a-8c9a-89a271006429,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.42,30-06-26 5:47,30-06-26 6:43,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - WEB
43810,Brijesh Singh,NULL,NULL,3e41eof7dc,gdmcn11l,6.5,9024060540,30-06-26 5:24,paylink,NULL,a9986917-1765-4d63-8aec-3928e4a48563,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.43,30-06-26 5:24,30-06-26 6:21,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43800,Brijesh Singh,NULL,NULL,9kvh1k4tsl,g1ja33ei,6.5,9024060540,30-06-26 5:14,paylink,NULL,e2fe88c3-1476-4cc6-8bef-d490311b0acd,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.44,30-06-26 5:14,30-06-26 6:20,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - APPLICATION
43797,Brijesh Singh,NULL,NULL,188c44ee6g,6o0l3vxj,6.5,9024060540,30-06-26 5:11,paylink,NULL,96947930-6284-4287-bdda-e78326bca24d,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.45,30-06-26 5:11,30-06-26 6:20,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - APPLICATION
43796,Brijesh Singh,NULL,NULL,1fvtj8tu4v,srem2r0m,4,9024060540,30-06-26 5:10,paylink,NULL,5614ede4-fa13-4243-8513-49f477bd2f95,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.46,30-06-26 5:10,30-06-26 6:06,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - WEB
43765,Brijesh Singh,NULL,NULL,9icgyykcvk,5zijvno7,1.34,9024060540,30-06-26 4:32,paylink,NULL,cec1c213-2c8f-4676-a83b-3e75527f96a5,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.47,30-06-26 4:32,30-06-26 5:28,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - WEB
43754,Brijesh Singh,NULL,NULL,8v6opmu3xd,uoj2bpjg,150,9024060540,30-06-26 4:14,paylink,NULL,b920268e-6e1d-48b5-946c-b8e45b9d22dd,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.48,30-06-26 4:14,30-06-26 5:10,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
43740,Brijesh Singh,NULL,NULL,7s327ls8m4,bjj8znyj,150,9024060540,30-06-26 3:53,paylink,NULL,3a977113-9a70-419e-ac3a-700b36a48229,11,NULL,NULL,15,0,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.49,30-06-26 3:53,30-06-26 4:48,NULL,SUCCESS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - APPLICATION
43726,Brijesh Singh,NULL,NULL,5nk89gy65i,akjigzo7,15,9024060540,29-06-26 22:38,paylink,NULL,0728e72e-86f8-4dec-8f79-391202dc6abc,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.50,29-06-26 22:38,29-06-26 23:34,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SALE,0,NULL,iPhone - IOS - APPLICATION
43725,Brijesh Singh,NULL,NULL,9pxr2m8ymh,2aapvxiu,15,9024060540,29-06-26 22:36,paylink,NULL,08b0f32d-2f8b-4068-8b86-b35eea37aacd,11,NULL,NULL,15,1,NULL,NULL,merchantpay,NULL,internal,NULL,0,NULL,2,1.2.3.51,29-06-26 22:36,29-06-26 23:33,NULL,FAILURE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,SALE,0,NULL,iPhone - IOS - APPLICATION
